vx, V(vx), V(vy), V(vz)
4.309999999999953e+000, 4.310000e+000, 5.000000e-001, 4.338844e+000
4.319999999999952e+000, 4.320000e+000, 5.000000e-001, 4.348777e+000
4.329999999999952e+000, 4.330000e+000, 5.000000e-001, 4.358711e+000
4.339999999999952e+000, 4.340000e+000, 5.000000e-001, 4.368645e+000
4.349999999999952e+000, 4.350000e+000, 5.000000e-001, 4.378580e+000
4.359999999999952e+000, 4.360000e+000, 5.000000e-001, 4.388514e+000
4.369999999999951e+000, 4.370000e+000, 5.000000e-001, 4.398449e+000
4.379999999999951e+000, 4.380000e+000, 5.000000e-001, 4.408384e+000
4.389999999999951e+000, 4.390000e+000, 5.000000e-001, 4.418320e+000
4.399999999999951e+000, 4.400000e+000, 5.000000e-001, 4.428256e+000
4.409999999999950e+000, 4.410000e+000, 5.000000e-001, 4.438192e+000
4.419999999999950e+000, 4.420000e+000, 5.000000e-001, 4.448128e+000
4.429999999999950e+000, 4.430000e+000, 5.000000e-001, 4.458065e+000
4.439999999999950e+000, 4.440000e+000, 5.000000e-001, 4.468002e+000
4.449999999999950e+000, 4.450000e+000, 5.000000e-001, 4.477939e+000
4.459999999999949e+000, 4.460000e+000, 5.000000e-001, 4.487876e+000
4.469999999999949e+000, 4.470000e+000, 5.000000e-001, 4.497814e+000
4.479999999999949e+000, 4.480000e+000, 5.000000e-001, 4.507752e+000
4.489999999999949e+000, 4.490000e+000, 5.000000e-001, 4.517691e+000
4.499999999999949e+000, 4.500000e+000, 5.000000e-001, 4.527629e+000
4.509999999999948e+000, 4.510000e+000, 5.000000e-001, 4.537568e+000
4.519999999999948e+000, 4.520000e+000, 5.000000e-001, 4.547507e+000
4.529999999999948e+000, 4.530000e+000, 5.000000e-001, 4.557447e+000
4.539999999999948e+000, 4.540000e+000, 5.000000e-001, 4.567387e+000
4.549999999999947e+000, 4.550000e+000, 5.000000e-001, 4.577326e+000
4.559999999999947e+000, 4.560000e+000, 5.000000e-001, 4.587266e+000
4.569999999999947e+000, 4.570000e+000, 5.000000e-001, 4.597207e+000
4.579999999999947e+000, 4.580000e+000, 5.000000e-001, 4.607148e+000
4.589999999999947e+000, 4.590000e+000, 5.000000e-001, 4.617089e+000
4.599999999999946e+000, 4.600000e+000, 5.000000e-001, 4.627030e+000
4.609999999999946e+000, 4.610000e+000, 5.000000e-001, 4.636971e+000
4.619999999999946e+000, 4.620000e+000, 5.000000e-001, 4.646913e+000
4.629999999999946e+000, 4.630000e+000, 5.000000e-001, 4.656855e+000
4.639999999999946e+000, 4.640000e+000, 5.000000e-001, 4.666797e+000
4.649999999999945e+000, 4.650000e+000, 5.000000e-001, 4.676740e+000
4.659999999999945e+000, 4.660000e+000, 5.000000e-001, 4.686683e+000
4.669999999999945e+000, 4.670000e+000, 5.000000e-001, 4.696625e+000
4.679999999999945e+000, 4.680000e+000, 5.000000e-001, 4.706569e+000
4.689999999999944e+000, 4.690000e+000, 5.000000e-001, 4.716512e+000
4.699999999999944e+000, 4.700000e+000, 5.000000e-001, 4.726456e+000
4.709999999999944e+000, 4.710000e+000, 5.000000e-001, 4.736400e+000
4.719999999999944e+000, 4.720000e+000, 5.000000e-001, 4.746344e+000
4.729999999999944e+000, 4.730000e+000, 5.000000e-001, 4.756288e+000
4.739999999999943e+000, 4.740000e+000, 5.000000e-001, 4.766233e+000
4.749999999999943e+000, 4.750000e+000, 5.000000e-001, 4.776177e+000
4.759999999999943e+000, 4.760000e+000, 5.000000e-001, 4.786123e+000
4.769999999999943e+000, 4.770000e+000, 5.000000e-001, 4.796068e+000
4.779999999999943e+000, 4.780000e+000, 5.000000e-001, 4.806014e+000
4.789999999999942e+000, 4.790000e+000, 5.000000e-001, 4.815959e+000
4.799999999999942e+000, 4.800000e+000, 5.000000e-001, 4.825905e+000
4.809999999999942e+000, 4.810000e+000, 5.000000e-001, 4.835851e+000
4.819999999999942e+000, 4.820000e+000, 5.000000e-001, 4.845798e+000
4.829999999999942e+000, 4.830000e+000, 5.000000e-001, 4.855744e+000
4.839999999999941e+000, 4.840000e+000, 5.000000e-001, 4.865691e+000
4.849999999999941e+000, 4.850000e+000, 5.000000e-001, 4.875638e+000
4.859999999999941e+000, 4.860000e+000, 5.000000e-001, 4.885586e+000
4.869999999999941e+000, 4.870000e+000, 5.000000e-001, 4.895533e+000
4.879999999999940e+000, 4.880000e+000, 5.000000e-001, 4.905481e+000
4.889999999999940e+000, 4.890000e+000, 5.000000e-001, 4.915429e+000
4.899999999999940e+000, 4.900000e+000, 5.000000e-001, 4.925377e+000
4.909999999999940e+000, 4.910000e+000, 5.000000e-001, 4.935325e+000
4.919999999999940e+000, 4.920000e+000, 5.000000e-001, 4.945274e+000
4.929999999999939e+000, 4.930000e+000, 5.000000e-001, 4.955223e+000
4.939999999999939e+000, 4.940000e+000, 5.000000e-001, 4.965172e+000
4.949999999999939e+000, 4.950000e+000, 5.000000e-001, 4.975121e+000
4.959999999999939e+000, 4.960000e+000, 5.000000e-001, 4.985070e+000
4.969999999999939e+000, 4.970000e+000, 5.000000e-001, 4.995020e+000
4.979999999999938e+000, 4.980000e+000, 5.000000e-001, 5.004970e+000
4.989999999999938e+000, 4.990000e+000, 5.000000e-001, 5.014919e+000
5.000000000000000e+000, 5.000000e+000, 5.000000e-001, 5.024869e+000
Step Information: V1=1  (Run: 3/11)
0.000000000000000e+000, 0.000000e+000, 1.000000e+000, 9.999745e-001
1.000000000000000e-002, 1.000000e-002, 1.000000e+000, 1.000024e+000
2.000000000000000e-002, 2.000000e-002, 1.000000e+000, 1.000174e+000
3.000000000000000e-002, 3.000000e-002, 1.000000e+000, 1.000423e+000
4.000000000000000e-002, 4.000000e-002, 1.000000e+000, 1.000774e+000
5.000000000000000e-002, 5.000000e-002, 1.000000e+000, 1.001218e+000
6.000000000000001e-002, 6.000000e-002, 1.000000e+000, 1.001768e+000
7.000000000000001e-002, 7.000000e-002, 1.000000e+000, 1.002419e+000
8.000000000000000e-002, 8.000000e-002, 1.000000e+000, 1.003167e+000
9.000000000000000e-002, 9.000000e-002, 1.000000e+000, 1.004014e+000
9.999999999999999e-002, 1.000000e-001, 1.000000e+000, 1.004960e+000
1.100000000000000e-001, 1.100000e-001, 1.000000e+000, 1.006004e+000
1.200000000000000e-001, 1.200000e-001, 1.000000e+000, 1.007147e+000
1.300000000000000e-001, 1.300000e-001, 1.000000e+000, 1.008387e+000
1.400000000000000e-001, 1.400000e-001, 1.000000e+000, 1.009725e+000
1.500000000000000e-001, 1.500000e-001, 1.000000e+000, 1.011160e+000
1.600000000000000e-001, 1.600000e-001, 1.000000e+000, 1.012691e+000
1.700000000000000e-001, 1.700000e-001, 1.000000e+000, 1.014319e+000
1.800000000000000e-001, 1.800000e-001, 1.000000e+000, 1.016043e+000
1.900000000000000e-001, 1.900000e-001, 1.000000e+000, 1.017862e+000
2.000000000000000e-001, 2.000000e-001, 1.000000e+000, 1.019776e+000
2.100000000000001e-001, 2.100000e-001, 1.000000e+000, 1.021784e+000
2.200000000000001e-001, 2.200000e-001, 1.000000e+000, 1.023885e+000
2.300000000000001e-001, 2.300000e-001, 1.000000e+000, 1.026080e+000
2.400000000000001e-001, 2.400000e-001, 1.000000e+000, 1.028368e+000
2.500000000000001e-001, 2.500000e-001, 1.000000e+000, 1.030747e+000
2.600000000000001e-001, 2.600000e-001, 1.000000e+000, 1.033218e+000
2.700000000000001e-001, 2.700000e-001, 1.000000e+000, 1.035780e+000
2.800000000000001e-001, 2.800000e-001, 1.000000e+000, 1.038431e+000
2.900000000000001e-001, 2.900000e-001, 1.000000e+000, 1.041172e+000
3.000000000000001e-001, 3.000000e-001, 1.000000e+000, 1.044001e+000
3.100000000000001e-001, 3.100000e-001, 1.000000e+000, 1.046918e+000
3.200000000000001e-001, 3.200000e-001, 1.000000e+000, 1.049922e+000
3.300000000000001e-001, 3.300000e-001, 1.000000e+000, 1.053013e+000
3.400000000000001e-001, 3.400000e-001, 1.000000e+000, 1.056190e+000
3.500000000000001e-001, 3.500000e-001, 1.000000e+000, 1.059451e+000
3.600000000000002e-001, 3.600000e-001, 1.000000e+000, 1.062796e+000
3.700000000000002e-001, 3.700000e-001, 1.000000e+000, 1.066225e+000
3.800000000000002e-001, 3.800000e-001, 1.000000e+000, 1.069736e+000
3.900000000000002e-001, 3.900000e-001, 1.000000e+000, 1.073328e+000
4.000000000000002e-001, 4.000000e-001, 1.000000e+000, 1.077002e+000
4.100000000000002e-001, 4.100000e-001, 1.000000e+000, 1.080756e+000
4.200000000000002e-001, 4.200000e-001, 1.000000e+000, 1.084589e+000
4.300000000000002e-001, 4.300000e-001, 1.000000e+000, 1.088500e+000
4.400000000000002e-001, 4.400000e-001, 1.000000e+000, 1.092489e+000
4.500000000000002e-001, 4.500000e-001, 1.000000e+000, 1.096554e+000
4.600000000000002e-001, 4.600000e-001, 1.000000e+000, 1.100696e+000
4.700000000000003e-001, 4.700000e-001, 1.000000e+000, 1.104912e+000
4.800000000000003e-001, 4.800000e-001, 1.000000e+000, 1.109202e+000
4.900000000000003e-001, 4.900000e-001, 1.000000e+000, 1.113566e+000
5.000000000000002e-001, 5.000000e-001, 1.000000e+000, 1.118002e+000
5.100000000000002e-001, 5.100000e-001, 1.000000e+000, 1.122510e+000
5.200000000000002e-001, 5.200000e-001, 1.000000e+000, 1.127088e+000
5.300000000000003e-001, 5.300000e-001, 1.000000e+000, 1.131736e+000
5.400000000000003e-001, 5.400000e-001, 1.000000e+000, 1.136454e+000
5.500000000000003e-001, 5.500000e-001, 1.000000e+000, 1.141239e+000
5.600000000000003e-001, 5.600000e-001, 1.000000e+000, 1.146091e+000
5.700000000000003e-001, 5.700000e-001, 1.000000e+000, 1.151011e+000
5.800000000000003e-001, 5.800000e-001, 1.000000e+000, 1.155995e+000
5.900000000000003e-001, 5.900000e-001, 1.000000e+000, 1.161044e+000
6.000000000000003e-001, 6.000000e-001, 1.000000e+000, 1.166158e+000
6.100000000000003e-001, 6.100000e-001, 1.000000e+000, 1.171334e+000
6.200000000000003e-001, 6.200000e-001, 1.000000e+000, 1.176572e+000
6.300000000000003e-001, 6.300000e-001, 1.000000e+000, 1.181872e+000
6.400000000000004e-001, 6.400000e-001, 1.000000e+000, 1.187233e+000
6.500000000000004e-001, 6.500000e-001, 1.000000e+000, 1.192653e+000
6.600000000000004e-001, 6.600000e-001, 1.000000e+000, 1.198132e+000
6.700000000000004e-001, 6.700000e-001, 1.000000e+000, 1.203669e+000
6.800000000000004e-001, 6.800000e-001, 1.000000e+000, 1.209264e+000
6.900000000000004e-001, 6.900000e-001, 1.000000e+000, 1.214915e+000
7.000000000000004e-001, 7.000000e-001, 1.000000e+000, 1.220622e+000
7.100000000000004e-001, 7.100000e-001, 1.000000e+000, 1.226384e+000
7.200000000000004e-001, 7.200000e-001, 1.000000e+000, 1.232200e+000
7.300000000000004e-001, 7.300000e-001, 1.000000e+000, 1.238069e+000
7.400000000000004e-001, 7.400000e-001, 1.000000e+000, 1.243992e+000
7.500000000000004e-001, 7.500000e-001, 1.000000e+000, 1.249966e+000
7.600000000000005e-001, 7.600000e-001, 1.000000e+000, 1.255991e+000
7.700000000000005e-001, 7.700000e-001, 1.000000e+000, 1.262067e+000
7.800000000000005e-001, 7.800000e-001, 1.000000e+000, 1.268193e+000
7.900000000000005e-001, 7.900000e-001, 1.000000e+000, 1.274367e+000
8.000000000000005e-001, 8.000000e-001, 1.000000e+000, 1.280590e+000
8.100000000000005e-001, 8.100000e-001, 1.000000e+000, 1.286861e+000
8.200000000000005e-001, 8.200000e-001, 1.000000e+000, 1.293178e+000
8.300000000000005e-001, 8.300000e-001, 1.000000e+000, 1.299542e+000
8.400000000000005e-001, 8.400000e-001, 1.000000e+000, 1.305951e+000
8.500000000000005e-001, 8.500000e-001, 1.000000e+000, 1.312406e+000
8.600000000000005e-001, 8.600000e-001, 1.000000e+000, 1.318904e+000
8.700000000000006e-001, 8.700000e-001, 1.000000e+000, 1.325446e+000
8.800000000000006e-001, 8.800000e-001, 1.000000e+000, 1.332031e+000
8.900000000000006e-001, 8.900000e-001, 1.000000e+000, 1.338658e+000
9.000000000000006e-001, 9.000000e-001, 1.000000e+000, 1.345327e+000
9.100000000000006e-001, 9.100000e-001, 1.000000e+000, 1.352037e+000
9.200000000000006e-001, 9.200000e-001, 1.000000e+000, 1.358788e+000
9.300000000000006e-001, 9.300000e-001, 1.000000e+000, 1.365578e+000
9.400000000000006e-001, 9.400000e-001, 1.000000e+000, 1.372407e+000
9.500000000000006e-001, 9.500000e-001, 1.000000e+000, 1.379276e+000
9.600000000000006e-001, 9.600000e-001, 1.000000e+000, 1.386182e+000
9.700000000000006e-001, 9.700000e-001, 1.000000e+000, 1.393126e+000
9.800000000000007e-001, 9.800000e-001, 1.000000e+000, 1.400107e+000
9.900000000000007e-001, 9.900000e-001, 1.000000e+000, 1.407124e+000
1.000000000000001e+000, 1.000000e+000, 1.000000e+000, 1.414178e+000
1.010000000000001e+000, 1.010000e+000, 1.000000e+000, 1.421266e+000
1.020000000000001e+000, 1.020000e+000, 1.000000e+000, 1.428389e+000
1.030000000000001e+000, 1.030000e+000, 1.000000e+000, 1.435547e+000
1.040000000000001e+000, 1.040000e+000, 1.000000e+000, 1.442739e+000
1.050000000000001e+000, 1.050000e+000, 1.000000e+000, 1.449964e+000
1.060000000000001e+000, 1.060000e+000, 1.000000e+000, 1.457221e+000
1.070000000000001e+000, 1.070000e+000, 1.000000e+000, 1.464511e+000
1.080000000000001e+000, 1.080000e+000, 1.000000e+000, 1.471833e+000
1.090000000000001e+000, 1.090000e+000, 1.000000e+000, 1.479186e+000
1.100000000000001e+000, 1.100000e+000, 1.000000e+000, 1.486570e+000
1.110000000000001e+000, 1.110000e+000, 1.000000e+000, 1.493985e+000
1.120000000000001e+000, 1.120000e+000, 1.000000e+000, 1.501429e+000
1.130000000000001e+000, 1.130000e+000, 1.000000e+000, 1.508903e+000
1.140000000000001e+000, 1.140000e+000, 1.000000e+000, 1.516406e+000
1.150000000000001e+000, 1.150000e+000, 1.000000e+000, 1.523938e+000
1.160000000000001e+000, 1.160000e+000, 1.000000e+000, 1.531498e+000
1.170000000000001e+000, 1.170000e+000, 1.000000e+000, 1.539086e+000
1.180000000000001e+000, 1.180000e+000, 1.000000e+000, 1.546701e+000
1.190000000000001e+000, 1.190000e+000, 1.000000e+000, 1.554343e+000
1.200000000000001e+000, 1.200000e+000, 1.000000e+000, 1.562012e+000
1.210000000000001e+000, 1.210000e+000, 1.000000e+000, 1.569708e+000
1.220000000000001e+000, 1.220000e+000, 1.000000e+000, 1.577429e+000
1.230000000000001e+000, 1.230000e+000, 1.000000e+000, 1.585175e+000
1.240000000000001e+000, 1.240000e+000, 1.000000e+000, 1.592947e+000
1.250000000000001e+000, 1.250000e+000, 1.000000e+000, 1.600743e+000
1.260000000000001e+000, 1.260000e+000, 1.000000e+000, 1.608564e+000
1.270000000000001e+000, 1.270000e+000, 1.000000e+000, 1.616409e+000
1.280000000000001e+000, 1.280000e+000, 1.000000e+000, 1.624277e+000
1.290000000000001e+000, 1.290000e+000, 1.000000e+000, 1.632169e+000
1.300000000000001e+000, 1.300000e+000, 1.000000e+000, 1.640084e+000
1.310000000000001e+000, 1.310000e+000, 1.000000e+000, 1.648021e+000
1.320000000000001e+000, 1.320000e+000, 1.000000e+000, 1.655981e+000
1.330000000000001e+000, 1.330000e+000, 1.000000e+000, 1.663963e+000
1.340000000000001e+000, 1.340000e+000, 1.000000e+000, 1.671966e+000
1.350000000000001e+000, 1.350000e+000, 1.000000e+000, 1.679991e+000
1.360000000000001e+000, 1.360000e+000, 1.000000e+000, 1.688037e+000
1.370000000000001e+000, 1.370000e+000, 1.000000e+000, 1.696104e+000
1.380000000000001e+000, 1.380000e+000, 1.000000e+000, 1.704191e+000
1.390000000000001e+000, 1.390000e+000, 1.000000e+000, 1.712299e+000
1.400000000000001e+000, 1.400000e+000, 1.000000e+000, 1.720426e+000
1.410000000000001e+000, 1.410000e+000, 1.000000e+000, 1.728573e+000
1.420000000000001e+000, 1.420000e+000, 1.000000e+000, 1.736740e+000
1.430000000000001e+000, 1.430000e+000, 1.000000e+000, 1.744925e+000
1.440000000000001e+000, 1.440000e+000, 1.000000e+000, 1.753129e+000
1.450000000000001e+000, 1.450000e+000, 1.000000e+000, 1.761352e+000
1.460000000000001e+000, 1.460000e+000, 1.000000e+000, 1.769593e+000
1.470000000000001e+000, 1.470000e+000, 1.000000e+000, 1.777853e+000
1.480000000000001e+000, 1.480000e+000, 1.000000e+000, 1.786129e+000
1.490000000000001e+000, 1.490000e+000, 1.000000e+000, 1.794424e+000
1.500000000000001e+000, 1.500000e+000, 1.000000e+000, 1.802736e+000
1.510000000000001e+000, 1.510000e+000, 1.000000e+000, 1.811065e+000
1.520000000000001e+000, 1.520000e+000, 1.000000e+000, 1.819411e+000
1.530000000000001e+000, 1.530000e+000, 1.000000e+000, 1.827773e+000
1.540000000000001e+000, 1.540000e+000, 1.000000e+000, 1.836152e+000
1.550000000000001e+000, 1.550000e+000, 1.000000e+000, 1.844547e+000
1.560000000000001e+000, 1.560000e+000, 1.000000e+000, 1.852957e+000
1.570000000000001e+000, 1.570000e+000, 1.000000e+000, 1.861384e+000
1.580000000000001e+000, 1.580000e+000, 1.000000e+000, 1.869826e+000
1.590000000000001e+000, 1.590000e+000, 1.000000e+000, 1.878283e+000
1.600000000000001e+000, 1.600000e+000, 1.000000e+000, 1.886756e+000
1.610000000000001e+000, 1.610000e+000, 1.000000e+000, 1.895243e+000
1.620000000000001e+000, 1.620000e+000, 1.000000e+000, 1.903745e+000
1.630000000000001e+000, 1.630000e+000, 1.000000e+000, 1.912262e+000
1.640000000000001e+000, 1.640000e+000, 1.000000e+000, 1.920792e+000
1.650000000000001e+000, 1.650000e+000, 1.000000e+000, 1.929337e+000
1.660000000000001e+000, 1.660000e+000, 1.000000e+000, 1.937896e+000
1.670000000000001e+000, 1.670000e+000, 1.000000e+000, 1.946469e+000
1.680000000000001e+000, 1.680000e+000, 1.000000e+000, 1.955055e+000
1.690000000000001e+000, 1.690000e+000, 1.000000e+000, 1.963654e+000
1.700000000000001e+000, 1.700000e+000, 1.000000e+000, 1.972267e+000
1.710000000000001e+000, 1.710000e+000, 1.000000e+000, 1.980893e+000
1.720000000000001e+000, 1.720000e+000, 1.000000e+000, 1.989531e+000
1.730000000000001e+000, 1.730000e+000, 1.000000e+000, 1.998183e+000
1.740000000000001e+000, 1.740000e+000, 1.000000e+000, 2.006847e+000
1.750000000000001e+000, 1.750000e+000, 1.000000e+000, 2.015523e+000
1.760000000000001e+000, 1.760000e+000, 1.000000e+000, 2.024211e+000
1.770000000000001e+000, 1.770000e+000, 1.000000e+000, 2.032912e+000
1.780000000000001e+000, 1.780000e+000, 1.000000e+000, 2.041624e+000
1.790000000000001e+000, 1.790000e+000, 1.000000e+000, 2.050348e+000
1.800000000000001e+000, 1.800000e+000, 1.000000e+000, 2.059084e+000
1.810000000000001e+000, 1.810000e+000, 1.000000e+000, 2.067831e+000
1.820000000000001e+000, 1.820000e+000, 1.000000e+000, 2.076590e+000
1.830000000000001e+000, 1.830000e+000, 1.000000e+000, 2.085359e+000
1.840000000000001e+000, 1.840000e+000, 1.000000e+000, 2.094140e+000
1.850000000000001e+000, 1.850000e+000, 1.000000e+000, 2.102932e+000
1.860000000000001e+000, 1.860000e+000, 1.000000e+000, 2.111734e+000
1.870000000000001e+000, 1.870000e+000, 1.000000e+000, 2.120547e+000
1.880000000000001e+000, 1.880000e+000, 1.000000e+000, 2.129370e+000
1.890000000000002e+000, 1.890000e+000, 1.000000e+000, 2.138204e+000
1.900000000000002e+000, 1.900000e+000, 1.000000e+000, 2.147048e+000
1.910000000000002e+000, 1.910000e+000, 1.000000e+000, 2.155902e+000
1.920000000000002e+000, 1.920000e+000, 1.000000e+000, 2.164767e+000
1.930000000000002e+000, 1.930000e+000, 1.000000e+000, 2.173640e+000
1.940000000000002e+000, 1.940000e+000, 1.000000e+000, 2.182524e+000
1.950000000000002e+000, 1.950000e+000, 1.000000e+000, 2.191417e+000
1.960000000000002e+000, 1.960000e+000, 1.000000e+000, 2.200320e+000
1.970000000000002e+000, 1.970000e+000, 1.000000e+000, 2.209233e+000
1.980000000000002e+000, 1.980000e+000, 1.000000e+000, 2.218154e+000
1.990000000000002e+000, 1.990000e+000, 1.000000e+000, 2.227085e+000
2.000000000000001e+000, 2.000000e+000, 1.000000e+000, 2.236024e+000
2.010000000000001e+000, 2.010000e+000, 1.000000e+000, 2.244973e+000
2.020000000000001e+000, 2.020000e+000, 1.000000e+000, 2.253931e+000
2.030000000000001e+000, 2.030000e+000, 1.000000e+000, 2.262897e+000
2.040000000000001e+000, 2.040000e+000, 1.000000e+000, 2.271872e+000
2.050000000000000e+000, 2.050000e+000, 1.000000e+000, 2.280855e+000
2.060000000000000e+000, 2.060000e+000, 1.000000e+000, 2.289847e+000
2.070000000000000e+000, 2.070000e+000, 1.000000e+000, 2.298847e+000
2.080000000000000e+000, 2.080000e+000, 1.000000e+000, 2.307855e+000
2.089999999999999e+000, 2.090000e+000, 1.000000e+000, 2.316872e+000
2.099999999999999e+000, 2.100000e+000, 1.000000e+000, 2.325896e+000
2.109999999999999e+000, 2.110000e+000, 1.000000e+000, 2.334929e+000
2.119999999999999e+000, 2.120000e+000, 1.000000e+000, 2.343969e+000
2.129999999999999e+000, 2.130000e+000, 1.000000e+000, 2.353017e+000
2.139999999999998e+000, 2.140000e+000, 1.000000e+000, 2.362073e+000
2.149999999999998e+000, 2.150000e+000, 1.000000e+000, 2.371136e+000
2.159999999999998e+000, 2.160000e+000, 1.000000e+000, 2.380207e+000
2.169999999999998e+000, 2.170000e+000, 1.000000e+000, 2.389286e+000
2.179999999999998e+000, 2.180000e+000, 1.000000e+000, 2.398371e+000
2.189999999999997e+000, 2.190000e+000, 1.000000e+000, 2.407464e+000
2.199999999999997e+000, 2.200000e+000, 1.000000e+000, 2.416564e+000
2.209999999999997e+000, 2.210000e+000, 1.000000e+000, 2.425671e+000
2.219999999999997e+000, 2.220000e+000, 1.000000e+000, 2.434785e+000
2.229999999999996e+000, 2.230000e+000, 1.000000e+000, 2.443906e+000
2.239999999999996e+000, 2.240000e+000, 1.000000e+000, 2.453034e+000
2.249999999999996e+000, 2.250000e+000, 1.000000e+000, 2.462169e+000
2.259999999999996e+000, 2.260000e+000, 1.000000e+000, 2.471310e+000
2.269999999999996e+000, 2.270000e+000, 1.000000e+000, 2.480458e+000
2.279999999999995e+000, 2.280000e+000, 1.000000e+000, 2.489613e+000
2.289999999999995e+000, 2.290000e+000, 1.000000e+000, 2.498774e+000
2.299999999999995e+000, 2.300000e+000, 1.000000e+000, 2.507941e+000
2.309999999999995e+000, 2.310000e+000, 1.000000e+000, 2.517115e+000
2.319999999999995e+000, 2.320000e+000, 1.000000e+000, 2.526295e+000
2.329999999999994e+000, 2.330000e+000, 1.000000e+000, 2.535481e+000
2.339999999999994e+000, 2.340000e+000, 1.000000e+000, 2.544674e+000
2.349999999999994e+000, 2.350000e+000, 1.000000e+000, 2.553872e+000
2.359999999999994e+000, 2.360000e+000, 1.000000e+000, 2.563077e+000
2.369999999999993e+000, 2.370000e+000, 1.000000e+000, 2.572287e+000
2.379999999999993e+000, 2.380000e+000, 1.000000e+000, 2.581503e+000
2.389999999999993e+000, 2.390000e+000, 1.000000e+000, 2.590725e+000
2.399999999999993e+000, 2.400000e+000, 1.000000e+000, 2.599953e+000
2.409999999999993e+000, 2.410000e+000, 1.000000e+000, 2.609187e+000
2.419999999999992e+000, 2.420000e+000, 1.000000e+000, 2.618426e+000
2.429999999999992e+000, 2.430000e+000, 1.000000e+000, 2.627671e+000
2.439999999999992e+000, 2.440000e+000, 1.000000e+000, 2.636921e+000
2.449999999999992e+000, 2.450000e+000, 1.000000e+000, 2.646177e+000
2.459999999999992e+000, 2.460000e+000, 1.000000e+000, 2.655438e+000
2.469999999999991e+000, 2.470000e+000, 1.000000e+000, 2.664704e+000
2.479999999999991e+000, 2.480000e+000, 1.000000e+000, 2.673976e+000
2.489999999999991e+000, 2.490000e+000, 1.000000e+000, 2.683253e+000
2.499999999999991e+000, 2.500000e+000, 1.000000e+000, 2.692535e+000
2.509999999999991e+000, 2.510000e+000, 1.000000e+000, 2.701822e+000
2.519999999999990e+000, 2.520000e+000, 1.000000e+000, 2.711114e+000
2.529999999999990e+000, 2.530000e+000, 1.000000e+000, 2.720412e+000
2.539999999999990e+000, 2.540000e+000, 1.000000e+000, 2.729714e+000
2.549999999999990e+000, 2.550000e+000, 1.000000e+000, 2.739021e+000
2.559999999999989e+000, 2.560000e+000, 1.000000e+000, 2.748333e+000
2.569999999999989e+000, 2.570000e+000, 1.000000e+000, 2.757650e+000
2.579999999999989e+000, 2.580000e+000, 1.000000e+000, 2.766972e+000
2.589999999999989e+000, 2.590000e+000, 1.000000e+000, 2.776298e+000
2.599999999999989e+000, 2.600000e+000, 1.000000e+000, 2.785629e+000
2.609999999999988e+000, 2.610000e+000, 1.000000e+000, 2.794965e+000
2.619999999999988e+000, 2.620000e+000, 1.000000e+000, 2.804305e+000
2.629999999999988e+000, 2.630000e+000, 1.000000e+000, 2.813650e+000
2.639999999999988e+000, 2.640000e+000, 1.000000e+000, 2.822999e+000
2.649999999999988e+000, 2.650000e+000, 1.000000e+000, 2.832353e+000
2.659999999999987e+000, 2.660000e+000, 1.000000e+000, 2.841711e+000
2.669999999999987e+000, 2.670000e+000, 1.000000e+000, 2.851074e+000
2.679999999999987e+000, 2.680000e+000, 1.000000e+000, 2.860440e+000
2.689999999999987e+000, 2.690000e+000, 1.000000e+000, 2.869812e+000
2.699999999999986e+000, 2.700000e+000, 1.000000e+000, 2.879187e+000
2.709999999999986e+000, 2.710000e+000, 1.000000e+000, 2.888566e+000
2.719999999999986e+000, 2.720000e+000, 1.000000e+000, 2.897950e+000
2.729999999999986e+000, 2.730000e+000, 1.000000e+000, 2.907338e+000
2.739999999999986e+000, 2.740000e+000, 1.000000e+000, 2.916729e+000
2.749999999999985e+000, 2.750000e+000, 1.000000e+000, 2.926125e+000
2.759999999999985e+000, 2.760000e+000, 1.000000e+000, 2.935525e+000
2.769999999999985e+000, 2.770000e+000, 1.000000e+000, 2.944929e+000
2.779999999999985e+000, 2.780000e+000, 1.000000e+000, 2.954337e+000
2.789999999999985e+000, 2.790000e+000, 1.000000e+000, 2.963748e+000
2.799999999999984e+000, 2.800000e+000, 1.000000e+000, 2.973164e+000
2.809999999999984e+000, 2.810000e+000, 1.000000e+000, 2.982583e+000
2.819999999999984e+000, 2.820000e+000, 1.000000e+000, 2.992006e+000
2.829999999999984e+000, 2.830000e+000, 1.000000e+000, 3.001433e+000
2.839999999999983e+000, 2.840000e+000, 1.000000e+000, 3.010863e+000
2.849999999999983e+000, 2.850000e+000, 1.000000e+000, 3.020297e+000
2.859999999999983e+000, 2.860000e+000, 1.000000e+000, 3.029735e+000
2.869999999999983e+000, 2.870000e+000, 1.000000e+000, 3.039176e+000
2.879999999999983e+000, 2.880000e+000, 1.000000e+000, 3.048621e+000
2.889999999999982e+000, 2.890000e+000, 1.000000e+000, 3.058069e+000
2.899999999999982e+000, 2.900000e+000, 1.000000e+000, 3.067521e+000
2.909999999999982e+000, 2.910000e+000, 1.000000e+000, 3.076977e+000
2.919999999999982e+000, 2.920000e+000, 1.000000e+000, 3.086436e+000
2.929999999999982e+000, 2.930000e+000, 1.000000e+000, 3.095898e+000
2.939999999999981e+000, 2.940000e+000, 1.000000e+000, 3.105363e+000
2.949999999999981e+000, 2.950000e+000, 1.000000e+000, 3.114832e+000
2.959999999999981e+000, 2.960000e+000, 1.000000e+000, 3.124305e+000
